word_or_prompt,male,female,multiple_people,green,blue,black/white,red,yellow,no_color,mixed_color,static,moving,thrown,mixed_motion,offscreen_help,smile,oxytocin,laying,sitting,crouching,standing,one_leg,jumping,handstand,mixed_poses,literal_prop,prop_descriptor_tag,pos_connotation,neg_connotation,ambigous_connotation,shoot_id,photo_id
tomorrow,TRUE,TRUE,TRUE,,TRUE,,,,,,TRUE,,,,,TRUE,,,,,TRUE,,,,,,,,,TRUE,cb_park,cb_park_91
tomorrow,TRUE,,,,TRUE,,,,,,TRUE,,,,,TRUE,,,,,TRUE,,,,,,,,,TRUE,cb_park,cb_park_92
tomorrow,TRUE,,TRUE,,TRUE,,TRUE,,,TRUE,TRUE,,,,,,TRUE,,,,TRUE,,,,,,,,,TRUE,cb_park,cb_park_93
tomorrow,TRUE,TRUE,TRUE,,TRUE,,TRUE,,,TRUE,,TRUE,,,,TRUE,TRUE,,,,TRUE,,,,,,,,,TRUE,cb_park,cb_park_94
tomorrow,TRUE,TRUE,TRUE,,TRUE,,TRUE,,,TRUE,,,,,TRUE,TRUE,,,,TRUE,TRUE,,,,TRUE,,,,,TRUE,cb_park,cb_park_95
tomorrow,TRUE,TRUE,TRUE,,TRUE,,TRUE,,,TRUE,,,,,,,TRUE,,,TRUE,TRUE,,,,TRUE,,,,,TRUE,cb_park,cb_park_96
tomorrow,,TRUE,TRUE,,TRUE,,TRUE,,,TRUE,,,,,,TRUE,,,,TRUE,TRUE,,,,,,,,,TRUE,cb_park,cb_park_97
tomorrow,TRUE,TRUE,TRUE,,TRUE,,,,,,,,,,,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,TRUE,,,,,TRUE,cb_park,cb_park_98
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
your_brand,,TRUE,,,,,TRUE,,,,TRUE,,,,,TRUE,,,,,TRUE,,,,,TRUE,serving platter,TRUE,,,cb_coke,cb_coke_1
your_brand,,TRUE,,,TRUE,,,TRUE,,TRUE,TRUE,,,,,TRUE,,,,TRUE,,,,,,,,TRUE,,,cb_coke,cb_coke_2
your_brand,,TRUE,,TRUE,TRUE,,TRUE,TRUE,,TRUE,,,TRUE,,,TRUE,,,,,TRUE,,,,,,,TRUE,,,cb_coke,cb_coke_3
your_brand,TRUE,,,,,,TRUE,,,,TRUE,,,,,,,,,,TRUE,,,,,,,TRUE,,,cb_coke,cb_coke_4
your_brand,TRUE,TRUE,TRUE,,TRUE,,TRUE,,,TRUE,,TRUE,,,,TRUE,,,,,TRUE,,,,,,,TRUE,,,cb_coke,cb_coke_5
your_brand,TRUE,,,,TRUE,TRUE,,,,TRUE,,TRUE,,,,,,,,,TRUE,,,,,,,TRUE,,,cb_coke,cb_coke_6
your_brand,,TRUE,,TRUE,TRUE,,TRUE,TRUE,,TRUE,TRUE,,,,TRUE,TRUE,,,,,TRUE,,,,,,,TRUE,,,cb_coke,cb_coke_7
your_brand,,TRUE,,,,,TRUE,TRUE,,TRUE,,TRUE,,,,TRUE,,,,,TRUE,,,,,,,TRUE,,,cb_coke,cb_coke_8
your_brand,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,TRUE,,,TRUE,,,,,,,,TRUE,,,,,,,TRUE,,,cb_coke,cb_coke_9
your_brand,,TRUE,,TRUE,,,,,,,TRUE,,,,,TRUE,,,,,TRUE,,,,,,,TRUE,,,cb_coke,cb_coke_10
your_brand,TRUE,,,,,,TRUE,,,,,TRUE,,,,TRUE,,,,,TRUE,,,,,,,TRUE,,,cb_coke,cb_coke_11
your_brand,TRUE,TRUE,TRUE,,,,TRUE,,,,TRUE,,,,,TRUE,,,,,TRUE,,,,,,,TRUE,,,cb_coke,cb_coke_12
your_brand,TRUE,,,TRUE,TRUE,,TRUE,TRUE,,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,TRUE,,,,,,,,TRUE,,,cb_coke,cb_coke_13
your_brand,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,TRUE,TRUE,,,,,,,,,TRUE,TRUE,,,,TRUE,,,TRUE,,,cb_coke,cb_coke_14
your_brand,,TRUE,TRUE,,,,TRUE,TRUE,,TRUE,TRUE,,,,,TRUE,,,,,TRUE,,,,,,,TRUE,,,cb_coke,cb_coke_15
your_brand,,TRUE,,TRUE,,,,,,,,TRUE,,,,,,,,,TRUE,,,,,,,TRUE,,,cb_coke,cb_coke_16
your_brand,TRUE,,,TRUE,,,TRUE,TRUE,,TRUE,,,,TRUE,,,,,,,TRUE,,,,,,,TRUE,,,cb_coke,cb_coke_17
your_brand,TRUE,,TRUE,TRUE,,,,TRUE,,TRUE,TRUE,,,,,TRUE,,,,,TRUE,,,,,TRUE,superhero cape,TRUE,,,cb_coke,cb_coke_18
your_brand,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,TRUE,,,,TRUE,,,,,,,TRUE,,,,,,,TRUE,,,cb_coke,cb_coke_19
your_brand,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,TRUE,TRUE,,,,,,TRUE,,,,TRUE,,,,,,,TRUE,,,cb_coke,cb_coke_20
your_brand,,TRUE,,,,,TRUE,,,,,TRUE,,,,TRUE,,,,,TRUE,,,,,,,TRUE,,,cb_coke,cb_coke_21
your_brand,TRUE,,,,,,,TRUE,,,,TRUE,,,,TRUE,,,,,TRUE,,,,,,,TRUE,,,cb_coke,cb_coke_22
your_brand,,TRUE,,,,,TRUE,,,,TRUE,,,,,TRUE,,,,,TRUE,,,,,TRUE,baby,TRUE,,,cb_coke,cb_coke_23
your_brand,TRUE,,,,TRUE,,,,,,TRUE,,,,,TRUE,,,,,TRUE,,,,,TRUE,competitor's brand,TRUE,,,cb_coke,cb_coke_24
your_brand,,TRUE,,,,,TRUE,,,,,TRUE,,,,TRUE,,,,,TRUE,,,,,,,TRUE,,,cb_coke,cb_coke_25
your_brand,,TRUE,,TRUE,,,TRUE,TRUE,,TRUE,,,TRUE,,,TRUE,,,,,,,TRUE,,,,,TRUE,,,cb_coke,cb_coke_26
your_brand,TRUE,,,,,,TRUE,TRUE,,TRUE,,,TRUE,,,,,,,,,,TRUE,,,,,TRUE,,,cb_coke,cb_coke_27
your_brand,,TRUE,,,,,,TRUE,,,,TRUE,,,,TRUE,,,,,,TRUE,,,,,,TRUE,,,cb_coke,cb_coke_28
your_brand,,TRUE,,,,,TRUE,,,,,,TRUE,,,,,,,,TRUE,,,,,,,TRUE,,,cb_coke,cb_coke_29
your_brand,TRUE,,,TRUE,,,,,,,TRUE,,,,,,,,,TRUE,,,,,,,,TRUE,,,cb_coke,cb_coke_30
your_brand,TRUE,,,TRUE,TRUE,,TRUE,TRUE,,TRUE,,,TRUE,,,,,,,,TRUE,,,,,,,TRUE,,,cb_coke,cb_coke_31
your_brand,,TRUE,,,,TRUE,,,,,TRUE,,,,,,,,,,TRUE,,,,,,,TRUE,,,cb_coke,cb_coke_32
your_brand,TRUE,,,TRUE,TRUE,,TRUE,TRUE,,TRUE,,,,TRUE,TRUE,,,,,,TRUE,,,,,,,TRUE,,,cb_coke,cb_coke_33
your_brand,,TRUE,TRUE,TRUE,TRUE,,,,,TRUE,,TRUE,,,,TRUE,TRUE,,,,TRUE,,,,,,,TRUE,,,cb_coke,cb_coke_34
your_brand,,TRUE,,TRUE,,,TRUE,TRUE,,TRUE,,,,TRUE,TRUE,TRUE,,,,,TRUE,,,,,,,TRUE,,,cb_coke,cb_coke_35
your_brand,TRUE,,,,,,TRUE,,,,TRUE,,,,,TRUE,,,,,TRUE,,,,,TRUE,smile,TRUE,,,cb_coke,cb_coke_36
your_brand,TRUE,,,,,,TRUE,,,,TRUE,,,,,TRUE,,,,,TRUE,,,,,TRUE,heart,TRUE,,,cb_coke,cb_coke_37
your_brand,,TRUE,,TRUE,,,,,,,,TRUE,,,,TRUE,,,,,TRUE,,,,,,,TRUE,,,cb_coke,cb_coke_38
your_brand,TRUE,,,TRUE,,,TRUE,,,TRUE,,,,TRUE,,TRUE,,,,,,,TRUE,,,,,TRUE,,,cb_coke,cb_coke_39
zen,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,TRUE,TRUE,,,,,,TRUE,,,,,,,,,,,TRUE,,,cb_hatch,cb_hatch_2
zen,,TRUE,TRUE,TRUE,,TRUE,,,,TRUE,TRUE,,,,,,TRUE,,TRUE,,,,,,,,,TRUE,,,cb_hatch,cb_hatch_3
zen,TRUE,TRUE,TRUE,,,TRUE,,,,,TRUE,,,,,,TRUE,,TRUE,TRUE,,,,,TRUE,,,TRUE,,,cb_hatch,cb_hatch_11
zen,TRUE,,,TRUE,,,,,,,TRUE,,,,,,,,,,TRUE,,,,,,,TRUE,,,cb_hatch,cb_hatch_19
zen,,TRUE,,TRUE,,,,,,,TRUE,,,,,,,,,,,TRUE,,,,,,TRUE,,,cb_hatch,cb_hatch_20
zen,TRUE,,,,,,TRUE,,,,TRUE,,,,,,,,,,TRUE,,,,,,,TRUE,,,cb_hatch,cb_hatch_29
zen,TRUE,,,,,TRUE,,,,,TRUE,,,,,,,,,,TRUE,,,,,,,TRUE,,,cb_hatch,cb_hatch_32
zen,,TRUE,,TRUE,,,,,,,TRUE,,,,,,,,,,TRUE,,,,,,,TRUE,,,cb_hatch,cb_hatch_36
zen,,TRUE,,TRUE,,,,,,,TRUE,,,,,,,,TRUE,,,,,,,,,TRUE,,,cb_hatch,cb_hatch_39
zen,TRUE,,,,,,TRUE,,,,TRUE,,,,,,,,,,,TRUE,,,,,,TRUE,,,cb_hatch,cb_hatch_55
zen,TRUE,,,,,TRUE,,,,,,TRUE,,,,,,,,,TRUE,,,,,,,TRUE,,,cb_hatch,cb_hatch_63
zen,TRUE,,,,,,,TRUE,,,TRUE,,,,,,,,TRUE,,,,,,,,,TRUE,,,cb_hatch,cb_hatch_72
